,title,link,link_alternative,link_icon,summary,datatakesensingstart,beginposition,endposition,ingestiondate,orbitnumber,relativeorbitnumber,cloudcoverpercentage,sensoroperationalmode,gmlfootprint,footprint,tileid,hv_order_tileid,format,processingbaseline,platformname,filename,instrumentname,instrumentshortname,size,s2datatakeid,producttype,platformidentifier,orbitdirection,platformserialidentifier,processinglevel,identifier,level1cpdiidentifier,uuid
d5020fff-4087-41f4-b5c1-37f4ac554d9d,S2A_MSIL1C_20190317T160511_N0207_R054_T17PKM_20190317T224440,https://scihub.copernicus.eu/apihub/odata/v1/Products('d5020fff-4087-41f4-b5c1-37f4ac554d9d')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('d5020fff-4087-41f4-b5c1-37f4ac554d9d')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('d5020fff-4087-41f4-b5c1-37f4ac554d9d')/Products('Quicklook')/$value,"Date: 2019-03-17T16:05:11.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 743.74 MB",2019-03-17 16:05:11.024,2019-03-17 16:05:11.024,2019-03-17 16:05:11.024,2019-03-18 01:12:36.738,19499,54,62.757,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.843251373051269,-83.7439 10.85056220923831,-82.74011 9.857949008864644,-82.73465 9.851320475915399,-83.73529 10.843251373051269,-83.7439</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.73529 9.851320475915399, -82.73465 9.857949008864644, -82.74011 10.85056220923831, -83.7439 10.843251373051269, -83.73529 9.851320475915399)))",17PKM,PM17K,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20190317T160511_N0207_R054_T17PKM_20190317T224440.SAFE,Multi-Spectral Instrument,MSI,743.74 MB,GS2A_20190317T160511_019499_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190317T160511_N0207_R054_T17PKM_20190317T224440,S2A_OPER_MSI_L1C_TL_SGS__20190317T224440_A019499_T17PKM_N02.07,d5020fff-4087-41f4-b5c1-37f4ac554d9d
d5f6fb73-036f-47cc-a514-89849efae2c5,S2A_MSIL1C_20181127T160501_N0207_R054_T16PHR_20181127T192715,https://scihub.copernicus.eu/apihub/odata/v1/Products('d5f6fb73-036f-47cc-a514-89849efae2c5')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('d5f6fb73-036f-47cc-a514-89849efae2c5')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('d5f6fb73-036f-47cc-a514-89849efae2c5')/Products('Quicklook')/$value,"Date: 2018-11-27T16:05:01.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 661.06 MB",2018-11-27 16:05:01.024,2018-11-27 16:05:01.024,2018-11-27 16:05:01.024,2018-11-27 21:34:07.472,17926,54,89.8523,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.94022055062098,-84.26431 9.930548905426843,-83.26428 8.939539665988862,-83.27493 8.948230037923478,-84.272156 9.94022055062098,-84.26431</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-84.26431 9.94022055062098, -84.272156 8.948230037923478, -83.27493 8.939539665988862, -83.26428 9.930548905426843, -84.26431 9.94022055062098)))",16PHR,PR16H,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20181127T160501_N0207_R054_T16PHR_20181127T192715.SAFE,Multi-Spectral Instrument,MSI,661.06 MB,GS2A_20181127T160501_017926_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20181127T160501_N0207_R054_T16PHR_20181127T192715,,d5f6fb73-036f-47cc-a514-89849efae2c5
d5f85d16-6cf0-4a96-82f9-96a7e52afd55,S2A_MSIL1C_20190317T160511_N0207_R054_T16PHS_20190317T224440,https://scihub.copernicus.eu/apihub/odata/v1/Products('d5f85d16-6cf0-4a96-82f9-96a7e52afd55')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('d5f85d16-6cf0-4a96-82f9-96a7e52afd55')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('d5f85d16-6cf0-4a96-82f9-96a7e52afd55')/Products('Quicklook')/$value,"Date: 2019-03-17T16:05:11.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 690.47 MB",2019-03-17 16:05:11.024,2019-03-17 16:05:11.024,2019-03-17 16:05:11.024,2019-03-18 01:01:03.986,19499,54,85.6783,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.84325463083623,-84.25644 10.832684732479947,-83.25354 9.84173994614037,-83.26529 9.851323429665095,-84.265076 10.84325463083623,-84.25644</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.26529 9.84173994614037, -83.25354 10.832684732479947, -84.25644 10.84325463083623, -84.265076 9.851323429665095, -83.26529 9.84173994614037)))",16PHS,PS16H,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20190317T160511_N0207_R054_T16PHS_20190317T224440.SAFE,Multi-Spectral Instrument,MSI,690.47 MB,GS2A_20190317T160511_019499_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190317T160511_N0207_R054_T16PHS_20190317T224440,S2A_OPER_MSI_L1C_TL_SGS__20190317T224440_A019499_T16PHS_N02.07,d5f85d16-6cf0-4a96-82f9-96a7e52afd55
d6c5877d-e802-446c-ac09-aad45587e785,S2A_MSIL1C_20181227T160501_N0207_R054_T16PHR_20181227T192749,https://scihub.copernicus.eu/apihub/odata/v1/Products('d6c5877d-e802-446c-ac09-aad45587e785')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('d6c5877d-e802-446c-ac09-aad45587e785')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('d6c5877d-e802-446c-ac09-aad45587e785')/Products('Quicklook')/$value,"Date: 2018-12-27T16:05:01.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 754.34 MB",2018-12-27 16:05:01.024,2018-12-27 16:05:01.024,2018-12-27 16:05:01.024,2018-12-27 20:49:28.944,18355,54,10.3605,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.94022055062098,-84.26431 9.930548905426843,-83.26428 8.939539665988862,-83.27493 8.948230037923478,-84.272156 9.94022055062098,-84.26431</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-84.26431 9.94022055062098, -84.272156 8.948230037923478, -83.27493 8.939539665988862, -83.26428 9.930548905426843, -84.26431 9.94022055062098)))",16PHR,PR16H,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20181227T160501_N0207_R054_T16PHR_20181227T192749.SAFE,Multi-Spectral Instrument,MSI,754.34 MB,GS2A_20181227T160501_018355_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20181227T160501_N0207_R054_T16PHR_20181227T192749,,d6c5877d-e802-446c-ac09-aad45587e785
dad8480e-0e00-4c7a-b199-856cb33683d1,S2A_MSIL1C_20190804T160521_N0208_R054_T16PHR_20190804T205822,https://scihub.copernicus.eu/apihub/odata/v1/Products('dad8480e-0e00-4c7a-b199-856cb33683d1')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('dad8480e-0e00-4c7a-b199-856cb33683d1')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('dad8480e-0e00-4c7a-b199-856cb33683d1')/Products('Quicklook')/$value,"Date: 2019-08-04T16:05:21.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 636.82 MB",2019-08-04 16:05:21.024,2019-08-04 16:05:21.024,2019-08-04 16:05:21.024,2019-08-04 23:43:00.761,21501,54,94.4718,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.94022055062098,-84.26431 9.930548905426843,-83.26428 8.939539665988862,-83.27493 8.948230037923478,-84.272156 9.94022055062098,-84.26431</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.27493 8.939539665988862, -83.26428 9.930548905426843, -84.26431 9.94022055062098, -84.272156 8.948230037923478, -83.27493 8.939539665988862)))",16PHR,PR16H,SAFE,02.08,Sentinel-2,S2A_MSIL1C_20190804T160521_N0208_R054_T16PHR_20190804T205822.SAFE,Multi-Spectral Instrument,MSI,636.82 MB,GS2A_20190804T160521_021501_N02.08,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190804T160521_N0208_R054_T16PHR_20190804T205822,S2A_OPER_MSI_L1C_TL_MTI__20190804T205822_A021501_T16PHR_N02.08,dad8480e-0e00-4c7a-b199-856cb33683d1
dbf03fac-63cd-43d9-9370-42b5879055bb,S2A_MSIL1C_20190225T160511_N0207_R054_T17PKM_20190225T192349,https://scihub.copernicus.eu/apihub/odata/v1/Products('dbf03fac-63cd-43d9-9370-42b5879055bb')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('dbf03fac-63cd-43d9-9370-42b5879055bb')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('dbf03fac-63cd-43d9-9370-42b5879055bb')/Products('Quicklook')/$value,"Date: 2019-02-25T16:05:11.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 694.96 MB",2019-02-25 16:05:11.024,2019-02-25 16:05:11.024,2019-02-25 16:05:11.024,2019-02-26 00:25:21.461,19213,54,71.6167,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.843251373051269,-83.7439 10.85056220923831,-82.74011 9.857949008864644,-82.73465 9.851320475915399,-83.73529 10.843251373051269,-83.7439</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.7439 10.843251373051269, -83.73529 9.851320475915399, -82.73465 9.857949008864644, -82.74011 10.85056220923831, -83.7439 10.843251373051269)))",17PKM,PM17K,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20190225T160511_N0207_R054_T17PKM_20190225T192349.SAFE,Multi-Spectral Instrument,MSI,694.96 MB,GS2A_20190225T160511_019213_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190225T160511_N0207_R054_T17PKM_20190225T192349,,dbf03fac-63cd-43d9-9370-42b5879055bb
dc13aedc-4b59-4598-aad3-d5dbd28c3052,S2A_MSIL1C_20190116T160511_N0207_R054_T16PHS_20190116T192615,https://scihub.copernicus.eu/apihub/odata/v1/Products('dc13aedc-4b59-4598-aad3-d5dbd28c3052')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('dc13aedc-4b59-4598-aad3-d5dbd28c3052')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('dc13aedc-4b59-4598-aad3-d5dbd28c3052')/Products('Quicklook')/$value,"Date: 2019-01-16T16:05:11.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 742.39 MB",2019-01-16 16:05:11.024,2019-01-16 16:05:11.024,2019-01-16 16:05:11.024,2019-01-16 21:40:14.531,18641,54,62.2121,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.84325463083623,-84.25644 10.832684732479947,-83.25354 9.84173994614037,-83.26529 9.851323429665095,-84.265076 10.84325463083623,-84.25644</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-84.25644 10.84325463083623, -84.265076 9.851323429665095, -83.26529 9.84173994614037, -83.25354 10.832684732479947, -84.25644 10.84325463083623)))",16PHS,PS16H,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20190116T160511_N0207_R054_T16PHS_20190116T192615.SAFE,Multi-Spectral Instrument,MSI,742.39 MB,GS2A_20190116T160511_018641_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190116T160511_N0207_R054_T16PHS_20190116T192615,,dc13aedc-4b59-4598-aad3-d5dbd28c3052
de1dfc5d-b4f8-4b05-a702-d8d9f856fdc1,S2A_MSIL1C_20190106T160511_N0207_R054_T17PKL_20190106T192707,https://scihub.copernicus.eu/apihub/odata/v1/Products('de1dfc5d-b4f8-4b05-a702-d8d9f856fdc1')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('de1dfc5d-b4f8-4b05-a702-d8d9f856fdc1')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('de1dfc5d-b4f8-4b05-a702-d8d9f856fdc1')/Products('Quicklook')/$value,"Date: 2019-01-06T16:05:11.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 777.32 MB",2019-01-06 16:05:11.024,2019-01-06 16:05:11.024,2019-01-06 16:05:11.024,2019-01-06 22:14:19.720,18498,54,42.2266,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.940217569697982,-83.73602 9.946907083661275,-82.73514 8.954238135659569,-82.73016 8.948227359448609,-83.72821 9.940217569697982,-83.73602</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.73602 9.940217569697982, -83.72821 8.948227359448609, -82.73016 8.954238135659569, -82.73514 9.946907083661275, -83.73602 9.940217569697982)))",17PKL,PL17K,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20190106T160511_N0207_R054_T17PKL_20190106T192707.SAFE,Multi-Spectral Instrument,MSI,777.32 MB,GS2A_20190106T160511_018498_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190106T160511_N0207_R054_T17PKL_20190106T192707,,de1dfc5d-b4f8-4b05-a702-d8d9f856fdc1
de477745-d169-440d-8447-83d2cac0d905,S2B_MSIL1C_20190401T160519_N0207_R054_T17PKL_20190401T192630,https://scihub.copernicus.eu/apihub/odata/v1/Products('de477745-d169-440d-8447-83d2cac0d905')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('de477745-d169-440d-8447-83d2cac0d905')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('de477745-d169-440d-8447-83d2cac0d905')/Products('Quicklook')/$value,"Date: 2019-04-01T16:05:19.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 651.23 MB",2019-04-01 16:05:19.024,2019-04-01 16:05:19.024,2019-04-01 16:05:19.024,2019-04-02 00:16:18.043,10805,54,84.1436,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.940217569697982,-83.73602 9.946907083661275,-82.73514 8.954238135659569,-82.73016 8.948227359448609,-83.72821 9.940217569697982,-83.73602</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.72821 8.948227359448609, -82.73016 8.954238135659569, -82.73514 9.946907083661275, -83.73602 9.940217569697982, -83.72821 8.948227359448609)))",17PKL,PL17K,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190401T160519_N0207_R054_T17PKL_20190401T192630.SAFE,Multi-Spectral Instrument,MSI,651.23 MB,GS2B_20190401T160519_010805_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190401T160519_N0207_R054_T17PKL_20190401T192630,S2B_OPER_MSI_L1C_TL_SGS__20190401T192630_A010805_T17PKL_N02.07,de477745-d169-440d-8447-83d2cac0d905
de845fe2-d746-4da3-ad5a-7a65002b44b1,S2A_MSIL1C_20190715T160521_N0208_R054_T16PHS_20190715T205645,https://scihub.copernicus.eu/apihub/odata/v1/Products('de845fe2-d746-4da3-ad5a-7a65002b44b1')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('de845fe2-d746-4da3-ad5a-7a65002b44b1')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('de845fe2-d746-4da3-ad5a-7a65002b44b1')/Products('Quicklook')/$value,"Date: 2019-07-15T16:05:21.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 765.76 MB",2019-07-15 16:05:21.024,2019-07-15 16:05:21.024,2019-07-15 16:05:21.024,2019-07-15 22:29:09.858,21215,54,38.9641,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.84325463083623,-84.25644 10.832684732479947,-83.25354 9.84173994614037,-83.26529 9.851323429665095,-84.265076 10.84325463083623,-84.25644</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.26529 9.84173994614037, -83.25354 10.832684732479947, -84.25644 10.84325463083623, -84.265076 9.851323429665095, -83.26529 9.84173994614037)))",16PHS,PS16H,SAFE,02.08,Sentinel-2,S2A_MSIL1C_20190715T160521_N0208_R054_T16PHS_20190715T205645.SAFE,Multi-Spectral Instrument,MSI,765.76 MB,GS2A_20190715T160521_021215_N02.08,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190715T160521_N0208_R054_T16PHS_20190715T205645,S2A_OPER_MSI_L1C_TL_MTI__20190715T205645_A021215_T16PHS_N02.08,de845fe2-d746-4da3-ad5a-7a65002b44b1
dea477b5-8b14-45c7-8e84-9b33e34d72f3,S2A_MSIL1C_20190327T160511_N0207_R054_T17PKL_20190327T223305,https://scihub.copernicus.eu/apihub/odata/v1/Products('dea477b5-8b14-45c7-8e84-9b33e34d72f3')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('dea477b5-8b14-45c7-8e84-9b33e34d72f3')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('dea477b5-8b14-45c7-8e84-9b33e34d72f3')/Products('Quicklook')/$value,"Date: 2019-03-27T16:05:11.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 763.10 MB",2019-03-27 16:05:11.024,2019-03-27 16:05:11.024,2019-03-27 16:05:11.024,2019-03-28 00:34:06.926,19642,54,55.2167,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.940217569697982,-83.73602 9.946907083661275,-82.73514 8.954238135659569,-82.73016 8.948227359448609,-83.72821 9.940217569697982,-83.73602</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.72821 8.948227359448609, -82.73016 8.954238135659569, -82.73514 9.946907083661275, -83.73602 9.940217569697982, -83.72821 8.948227359448609)))",17PKL,PL17K,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20190327T160511_N0207_R054_T17PKL_20190327T223305.SAFE,Multi-Spectral Instrument,MSI,763.10 MB,GS2A_20190327T160511_019642_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20190327T160511_N0207_R054_T17PKL_20190327T223305,S2A_OPER_MSI_L1C_TL_MPS__20190327T223305_A019642_T17PKL_N02.07,dea477b5-8b14-45c7-8e84-9b33e34d72f3
deef9042-e6eb-4aab-ac6c-6d318a7e1464,S2B_MSIL1C_20191008T160509_N0208_R054_T16PHR_20191008T192156,https://scihub.copernicus.eu/apihub/odata/v1/Products('deef9042-e6eb-4aab-ac6c-6d318a7e1464')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('deef9042-e6eb-4aab-ac6c-6d318a7e1464')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('deef9042-e6eb-4aab-ac6c-6d318a7e1464')/Products('Quicklook')/$value,"Date: 2019-10-08T16:05:09.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 705.12 MB",2019-10-08 16:05:09.024,2019-10-08 16:05:09.024,2019-10-08 16:05:09.024,2019-10-08 20:40:51.231,13522,54,77.3132,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>9.94022055062098,-84.26431 9.930548905426843,-83.26428 8.939539665988862,-83.27493 8.948230037923478,-84.272156 9.94022055062098,-84.26431</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-83.27493 8.939539665988862, -83.26428 9.930548905426843, -84.26431 9.94022055062098, -84.272156 8.948230037923478, -83.27493 8.939539665988862)))",16PHR,PR16H,SAFE,02.08,Sentinel-2,S2B_MSIL1C_20191008T160509_N0208_R054_T16PHR_20191008T192156.SAFE,Multi-Spectral Instrument,MSI,705.12 MB,GS2B_20191008T160509_013522_N02.08,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20191008T160509_N0208_R054_T16PHR_20191008T192156,S2B_OPER_MSI_L1C_TL_SGS__20191008T192156_A013522_T16PHR_N02.08,deef9042-e6eb-4aab-ac6c-6d318a7e1464
e291335c-1614-4ac9-8552-d6355061977a,S2B_MSIL1C_20190312T160509_N0207_R054_T17PKM_20190312T205554,https://scihub.copernicus.eu/apihub/odata/v1/Products('e291335c-1614-4ac9-8552-d6355061977a')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('e291335c-1614-4ac9-8552-d6355061977a')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('e291335c-1614-4ac9-8552-d6355061977a')/Products('Quicklook')/$value,"Date: 2019-03-12T16:05:09.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 486.25 MB",2019-03-12 16:05:09.024,2019-03-12 16:05:09.024,2019-03-12 16:05:09.024,2019-03-13 08:58:23.648,10519,54,20.184,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.114428876299712,-82.73605 10.139281849255912,-82.83267 10.157069569697356,-82.90152 10.156968132137116,-82.90155 10.156974586617007,-82.90155 10.154635770228086,-82.9021 10.20907762924773,-83.12741 10.211017798822825,-83.12698 10.21105141837652,-83.12714 10.211662887752215,-83.12698 10.211715933732036,-83.1272 10.211850032112489,-83.12717 10.25888893800002,-83.326294 10.258703444227978,-83.326324 10.258711245658851,-83.326355 10.256696340118502,-83.32681 10.306900837594837,-83.55063 10.308447651519865,-83.55029 10.308462792529406,-83.550354 10.308982911103778,-83.55023 10.309014297178576,-83.550385 10.30941552866352,-83.55029 10.350062158960029,-83.739624 10.843251373051269,-83.7439 10.85056220923831,-82.74011 10.114428876299712,-82.73605</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-82.73605 10.114428876299712, -82.74011 10.85056220923831, -83.7439 10.843251373051269, -83.739624 10.350062158960029, -83.55029 10.30941552866352, -83.550385 10.309014297178576, -83.55023 10.308982911103778, -83.550354 10.308462792529406, -83.55029 10.308447651519865, -83.55063 10.306900837594837, -83.32681 10.256696340118502, -83.326355 10.258711245658851, -83.326324 10.258703444227978, -83.326294 10.25888893800002, -83.12717 10.211850032112489, -83.1272 10.211715933732036, -83.12698 10.211662887752215, -83.12714 10.21105141837652, -83.12698 10.211017798822825, -83.12741 10.20907762924773, -82.9021 10.154635770228086, -82.90155 10.156974586617007, -82.90155 10.156968132137116, -82.90152 10.157069569697356, -82.83267 10.139281849255912, -82.73605 10.114428876299712)))",17PKM,PM17K,SAFE,02.07,Sentinel-2,S2B_MSIL1C_20190312T160509_N0207_R054_T17PKM_20190312T205554.SAFE,Multi-Spectral Instrument,MSI,486.25 MB,GS2B_20190312T160509_010519_N02.07,S2MSI1C,2017-013A,DESCENDING,Sentinel-2B,Level-1C,S2B_MSIL1C_20190312T160509_N0207_R054_T17PKM_20190312T205554,S2B_OPER_MSI_L1C_TL_MTI__20190312T205554_A010519_T17PKM_N02.07,e291335c-1614-4ac9-8552-d6355061977a
e960f049-5d96-4129-99df-0796d482fab8,S2A_MSIL1C_20181217T160501_N0207_R054_T16PHS_20181217T192517,https://scihub.copernicus.eu/apihub/odata/v1/Products('e960f049-5d96-4129-99df-0796d482fab8')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('e960f049-5d96-4129-99df-0796d482fab8')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('e960f049-5d96-4129-99df-0796d482fab8')/Products('Quicklook')/$value,"Date: 2018-12-17T16:05:01.024Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 799.01 MB",2018-12-17 16:05:01.024,2018-12-17 16:05:01.024,2018-12-17 16:05:01.024,2018-12-17 21:18:28.527,18212,54,27.9672,INS-NOBS,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>10.84325463083623,-84.25644 10.832684732479947,-83.25354 9.84173994614037,-83.26529 9.851323429665095,-84.265076 10.84325463083623,-84.25644</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-84.25644 10.84325463083623, -84.265076 9.851323429665095, -83.26529 9.84173994614037, -83.25354 10.832684732479947, -84.25644 10.84325463083623)))",16PHS,PS16H,SAFE,02.07,Sentinel-2,S2A_MSIL1C_20181217T160501_N0207_R054_T16PHS_20181217T192517.SAFE,Multi-Spectral Instrument,MSI,799.01 MB,GS2A_20181217T160501_018212_N02.07,S2MSI1C,2015-028A,DESCENDING,Sentinel-2A,Level-1C,S2A_MSIL1C_20181217T160501_N0207_R054_T16PHS_20181217T192517,,e960f049-5d96-4129-99df-0796d482fab8
